5138623,132
22806011,148
28270063,361
35327839,86
45787568,18
62952077,361
76590597,86
78834307,171
82550856,361
93371647,158
96323366,158
102888773,132
102888773,158
120630267,132
129538549,361
129970159,356
143072872,356
156014392,132
156062081,361
161913558,132
176837655,86
179791222,86
217874766,363
225420589,356
232365152,422
257251037,361
259232440,132
260857737,356
293133543,361
293999616,132
293999616,158
295701364,360
295701364,361
307562856,361
308867552,132
316403478,361
324290940,86
341980104,86
358227093,233
368543872,86
374439209,86
416861559,361
417436859,142
427294582,132
429162278,18
430440308,86
438608665,132
443614042,356
444950823,132
444950823,158
444950823,169
455519381,152
474353091,148
476418267,142
476966750,356
476966750,361
487130599,361
489663463,353
493766630,64
495491326,356
495491326,360
495491326,361
496148401,361
503966515,132
529899521,158
536087966,165
542589877,361
544740848,103
567581462,152
571089851,158
575102997,361
585859227,361
586535685,132
592653053,86
603643608,158
618528073,356
618528073,360
618528073,361
621417299,85
621417299,103
621417506,103
641307456,241
642705604,132
642705604,158
647941179,171
650372405,18
656819271,132
697584643,142
697711778,89
715210998,18
719605622,356
719605622,360
719605622,361
726240736,361
734176070,132
734180898,86
760648893,361
786934267,361
807807149,361
833713112,361
846823909,62
852727303,63
857305628,33
867477515,356
871217060,356
872664090,356
877845963,62
883261331,356
890653089,62
896629675,356
916674509,4
920681163,356
924468147,62
927607839,356
931512676,62
936103291,356
940132084,4
943207723,356
956388606,4
962673054,62
962722056,31
965932577,356
967602636,62
978806607,4
982993031,33
994392716,62
1003302737,356
1005033428,62
1005808856,4
1014471821,356
1014588459,356
1015479966,33
1016135647,87
1038761203,60
1068407932,35
1077036440,361
1090141913,4
1121875540,63
1127124429,361
1129262494,158
1131489072,151
1133554693,151
1136254498,360
1144002188,360
1145314048,466
1157606752,132
1190471729,132
1192656872,169
1204847016,169
1207826464,356
1207826464,360
1210172969,158
1217323095,360
1233676611,54
1241671715,360
1243955012,158
1256157752,158
1260931109,63
1276033312,158
1292777646,158
1330376314,158
1366512873,63
1372786544,35
1384856446,158
1388079403,54
1394028264,158
1442740382,158
1452884129,120
1460823269,4
1480641262,132
1480641262,158
1488661598,158
1501251131,158
1542366874,361
1550595213,1
1558326895,93
1561752160,93
1570719175,93
1585601774,93
1587197674,158
1588289254,158
1589025664,93
1589453654,93
1597500399,466
1602140052,93
1602721438,93
1604523528,93
1609688032,93
1611589381,62
1611869192,1
1612652726,93
1642058135,356
1668211360,356
1672299597,356
1678419763,356
1689740493,356
1727112658,356
1736447479,369
1776404476,361
1778364079,361
1783753861,361
1806967527,361
1807857774,85
1822347557,88
1852625518,361
1944294166,86
1945428146,86
1949470696,54
1950106015,54
1950891752,86
1951789402,86
1979835212,158
2133260987,18
2186012048,361
2214175183,361
2214934374,361
2215202185,361
2231638679,356
2241675421,356
2245467847,356
2263018662,132
2290742913,361
2356624329,62
2376833859,31
2377372949,356
2386058764,117
2405957940,361
2424042748,446
2434378316,360
2470636725,360
2507159081,422
2508120252,428
2511427156,428
2515182228,30
2517974233,428
2518651680,428
2519149667,421
2521685574,434
2523843077,434
2525699721,434
2533830887,361
2550933216,361
2573893095,361
2590166645,361
2614172185,361
2622422816,4
2623542622,425
2623605370,425
2623651020,425
2623854021,425
2624203822,425
2625041954,425
2625549495,425
2626500121,425
2627312504,425
2627391623,425
2630562498,158
2651127156,401
2653980608,401
2672001382,361
2678358967,361
2679079535,361
2698031330,134
2700098227,162
2700438711,162
2711545533,361
2717413046,30
2724551038,361
2735042407,361
2753448464,353
2760892878,193
2761009174,193
2761401196,193
2761947091,361
2765995426,361
2768549127,361
2811706550,158
2998358977,361
3012267007,361
3029389187,361
3050192597,356
3081871801,361
3108473971,132
3108890039,132
3109472635,132
3111563687,132
3111871283,132
3114233808,132
3116504597,132
3118852700,132
3122312529,132
3124343831,132
3124404750,132
3128698017,132
3129219083,132
3131264108,132
3133812805,132
3134509643,132
3142991082,132
3145277237,132
3147810044,132
3147834781,132
3148083608,132
3149045388,132
3150051364,132
3176979255,428
3184000963,428
3205687739,428
3238498394,428
3263162388,361
3280053542,361
3290235116,492
3291449377,492
3291659515,492
3294215950,492
3295613729,492
3305347041,492
3309116159,492
3338140975,158
3365870607,32
3366287780,32
3366548769,32
3373693374,361
3377591432,361
3378515259,422
3380463953,361
3380615302,361
3384489402,43
3385745492,43
3386353121,43
3397999474,492
3398437530,492
3408497238,492
3415736819,492
3420079774,492
3421578032,492
3423589546,492
3424544048,492
3427007177,492
3443579472,492
3473079329,492
3474522802,492
3481340476,492
3490057116,492
3490886924,492
3517886072,492
3527886250,492
3537293704,492
3539372555,492
3562901119,152
3567473681,162
3569750868,162
3571448147,429
3574922154,476
3592974261,80
3610239188,80
3618440487,80
3624210116,132
3624684981,132
3624869980,132
3625745783,132
3625940670,132
3626480078,132
3627062561,132
3627355374,132
3627603056,132
3627834468,132
3628006324,132
3628343106,132
3628859992,132
3628961246,132
3628987710,132
3629597655,132
3629672816,132
3629802086,132
3629814251,132
3629832167,132
3629946444,132
3629973711,132
3630783263,132
3630857945,132
3630914388,132
3630960223,132
3632264383,132
3632853988,132
3632896641,132
3633229489,132
3633381489,132
3633521272,132
3633785808,132
3633803000,132
3634379284,132
3634445527,132
3634990314,132
3636265788,132
3636882129,132
3636931793,132
3637115375,132
3637867536,132
3638036040,132
3638072686,132
3638222468,132
3638373156,132
3638392581,132
3638486411,132
3638532758,132
3638903344,132
3638906876,132
3639370783,132
3641058001,132
3641125965,132
3641489254,132
3641618862,132
3641896975,132
3642026726,132
3642316064,132
3643235269,132
3643264574,132
3643829746,132
3644513627,132
3644545367,132
3645089220,132
3645114170,132
3645179508,132
3645494212,132
3646825114,132
3646888827,132
3647057875,132
3647242723,132
3647471501,132
3648461356,132
3648507759,132
3648886228,132
3649128090,132
3649806016,132
3649990100,132
3650362517,132
3650949225,132
3651426084,132
3651491465,132
3651516081,132
3651554676,132
3651770139,132
3652150945,132
3652189084,132
3652347614,132
3652433226,132
3653065799,132
3653346464,132
3653406763,132
3653513169,132
3653706097,132
3653784965,132
3653863976,132
3654204326,132
3654424817,132
3654503102,132
3654613956,132
3654616520,132
3654631130,132
3654708417,132
3655087676,132
3655169387,132
3656252189,132
3656275240,132
3656384925,132
3656497197,132
3656678950,132
3656794204,132
3656951604,132
3656975341,132
3657492018,132
3657652025,132
3657687530,132
3657826988,132
3658307480,132
3658348518,132
3658477140,132
3658648893,132
3658776890,132
3658926899,132
3659186929,132
3659692381,132
3660360353,132
3660394465,132
3660420782,132
3662211171,132
3662762519,132
3668234505,132
3669577808,132
3670832177,132
3671570697,132
3671948310,132
3672638775,132
3673868507,132
3674554344,132
3675015604,132
3676014367,132
3677024604,132
3677137722,132
3677299237,132
3678505844,132
3678649352,132
3678742808,132
3679511157,132
3680596453,132
3680902233,132
3681081582,132
3681469897,132
3681709421,132
3684162941,154
3706973685,169
3768789975,4
3770821275,2
3868966383,171
3972590161,148
4006176373,148
4194690721,158
4445278467,421
4446255481,421
4575489465,356
4589371149,158
4711467439,33
4711976739,33
4717587579,33
4719992005,33
4748452991,142
4748959607,142
4769571003,233
4769832777,233
4790710387,121
4847361113,220
4882841357,80
4983245659,361
5002846557,361
5108144647,361
5546946927,361
5618054361,152
5632695065,64
5796190395,327
5796616167,327
5806779481,132
5816742269,132
5817172379,327
5829259207,132
5831132921,132
5847572343,176
5869740609,356
5887518289,356
5887724359,356
5939944161,356
